sample_id,match_id,source_url,focus_athlete_id,partner_athlete_id,bundle_id,bundle_index,bundle_size,source_event_index,source_label,source_key,criterion_event_index,criterion_label,criterion_type,criterion_ts,frame_ts,frame_offset,response_event_index,response_label,response_key,leaf_label,family_label,category_label,visual_leaf_label,visual_family_label,visual_category_label,visual_label_collapsed,taxonomy_path
7dc97750-d911-45a2-9675-55d545a4a12d_e0005_w0000_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:4:6,0,1,4,Guillotine Attempt,guillotine attempt,5,Mount,control,4064.0,4064.6,0.6,6,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0008_w0001_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:7:9,0,1,7,Sweep,sweep,8,Side Control,control,4538.0,4537.4,-0.6,9,Sweep,sweep,side control,side control,control,side control,side control,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0008_w0001_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:7:9,0,1,7,Sweep,sweep,8,Side Control,control,4538.0,4537.7,-0.3,9,Sweep,sweep,side control,side control,control,side control,side control,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0008_w0001_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:7:9,0,1,7,Sweep,sweep,8,Side Control,control,4538.0,4538.0,0.0,9,Sweep,sweep,side control,side control,control,side control,side control,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0008_w0001_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:7:9,0,1,7,Sweep,sweep,8,Side Control,control,4538.0,4538.3,0.3,9,Sweep,sweep,side control,side control,control,side control,side control,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0008_w0001_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:7:9,0,1,7,Sweep,sweep,8,Side Control,control,4538.0,4538.6,0.6,9,Sweep,sweep,side control,side control,control,side control,side control,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0010_w0002_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:9:11,0,1,9,Sweep,sweep,10,Mount,control,4650.0,4649.4,-0.6,11,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0010_w0002_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:9:11,0,1,9,Sweep,sweep,10,Mount,control,4650.0,4649.7,-0.3,11,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0010_w0002_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:9:11,0,1,9,Sweep,sweep,10,Mount,control,4650.0,4650.0,0.0,11,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0010_w0002_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:9:11,0,1,9,Sweep,sweep,10,Mount,control,4650.0,4650.3,0.3,11,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0010_w0002_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:9:11,0,1,9,Sweep,sweep,10,Mount,control,4650.0,4650.6,0.6,11,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0012_w0003_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:11:13,0,1,11,Sweep,sweep,12,Mount,control,4676.0,4675.4,-0.6,13,Guard Pass,guard pass,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0012_w0003_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:11:13,0,1,11,Sweep,sweep,12,Mount,control,4676.0,4675.7,-0.3,13,Guard Pass,guard pass,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0012_w0003_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:11:13,0,1,11,Sweep,sweep,12,Mount,control,4676.0,4676.0,0.0,13,Guard Pass,guard pass,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0012_w0003_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:11:13,0,1,11,Sweep,sweep,12,Mount,control,4676.0,4676.3,0.3,13,Guard Pass,guard pass,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0012_w0003_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:11:13,0,1,11,Sweep,sweep,12,Mount,control,4676.0,4676.6,0.6,13,Guard Pass,guard pass,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0015_w0004_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,0,3,14,Sweep,sweep,15,Mount,control,4862.0,4861.4,-0.6,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0015_w0004_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,0,3,14,Sweep,sweep,15,Mount,control,4862.0,4861.7,-0.3,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0015_w0004_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,0,3,14,Sweep,sweep,15,Mount,control,4862.0,4862.0,0.0,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0015_w0004_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,0,3,14,Sweep,sweep,15,Mount,control,4862.0,4862.3,0.3,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0015_w0004_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,0,3,14,Sweep,sweep,15,Mount,control,4862.0,4862.6,0.6,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0016_w0005_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,1,3,14,Sweep,sweep,16,Mount,control,4872.0,4871.4,-0.6,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0016_w0005_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,1,3,14,Sweep,sweep,16,Mount,control,4872.0,4871.7,-0.3,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0016_w0005_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,1,3,14,Sweep,sweep,16,Mount,control,4872.0,4872.0,0.0,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0016_w0005_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,1,3,14,Sweep,sweep,16,Mount,control,4872.0,4872.3,0.3,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0016_w0005_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,1,3,14,Sweep,sweep,16,Mount,control,4872.0,4872.6,0.6,18,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0017_w0006_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,2,3,14,Sweep,sweep,17,Escape to Standing,escape,5061.0,5060.4,-0.6,18,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0017_w0006_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,2,3,14,Sweep,sweep,17,Escape to Standing,escape,5061.0,5060.7,-0.3,18,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0017_w0006_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,2,3,14,Sweep,sweep,17,Escape to Standing,escape,5061.0,5061.0,0.0,18,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0017_w0006_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,2,3,14,Sweep,sweep,17,Escape to Standing,escape,5061.0,5061.3,0.3,18,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0017_w0006_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:14:18,2,3,14,Sweep,sweep,17,Escape to Standing,escape,5061.0,5061.6,0.6,18,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0020_w0007_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:19:21,0,1,19,Sweep,sweep,20,Omoplata,submission,5772.0,5771.4,-0.6,21,Sweep,sweep,omoplata,shoulder-lock,submission,omoplata,shoulder-lock,submission,False,"[""shoulder-lock"", ""submission""]"
7dc97750-d911-45a2-9675-55d545a4a12d_e0020_w0007_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:19:21,0,1,19,Sweep,sweep,20,Omoplata,submission,5772.0,5771.7,-0.3,21,Sweep,sweep,omoplata,shoulder-lock,submission,omoplata,shoulder-lock,submission,False,"[""shoulder-lock"", ""submission""]"
7dc97750-d911-45a2-9675-55d545a4a12d_e0020_w0007_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:19:21,0,1,19,Sweep,sweep,20,Omoplata,submission,5772.0,5772.0,0.0,21,Sweep,sweep,omoplata,shoulder-lock,submission,omoplata,shoulder-lock,submission,False,"[""shoulder-lock"", ""submission""]"
7dc97750-d911-45a2-9675-55d545a4a12d_e0020_w0007_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:19:21,0,1,19,Sweep,sweep,20,Omoplata,submission,5772.0,5772.3,0.3,21,Sweep,sweep,omoplata,shoulder-lock,submission,omoplata,shoulder-lock,submission,False,"[""shoulder-lock"", ""submission""]"
7dc97750-d911-45a2-9675-55d545a4a12d_e0020_w0007_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:19:21,0,1,19,Sweep,sweep,20,Omoplata,submission,5772.0,5772.6,0.6,21,Sweep,sweep,omoplata,shoulder-lock,submission,omoplata,shoulder-lock,submission,False,"[""shoulder-lock"", ""submission""]"
7dc97750-d911-45a2-9675-55d545a4a12d_e0023_w0008_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:22:24,0,1,22,Sweep,sweep,23,Escape to Standing,escape,5836.0,5835.4,-0.6,24,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0023_w0008_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:22:24,0,1,22,Sweep,sweep,23,Escape to Standing,escape,5836.0,5835.7,-0.3,24,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0023_w0008_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:22:24,0,1,22,Sweep,sweep,23,Escape to Standing,escape,5836.0,5836.0,0.0,24,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0023_w0008_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:22:24,0,1,22,Sweep,sweep,23,Escape to Standing,escape,5836.0,5836.3,0.3,24,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0023_w0008_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:22:24,0,1,22,Sweep,sweep,23,Escape to Standing,escape,5836.0,5836.6,0.6,24,Sweep,sweep,escape to standing,escape to standing,escape,escape to standing,escape to standing,escape,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0026_w0009_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,0,4,25,Sweep,sweep,26,Triangle Attempt,submission,5988.0,5987.4,-0.6,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0026_w0009_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,0,4,25,Sweep,sweep,26,Triangle Attempt,submission,5988.0,5987.7,-0.3,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0026_w0009_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,0,4,25,Sweep,sweep,26,Triangle Attempt,submission,5988.0,5988.0,0.0,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0026_w0009_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,0,4,25,Sweep,sweep,26,Triangle Attempt,submission,5988.0,5988.3,0.3,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0026_w0009_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,0,4,25,Sweep,sweep,26,Triangle Attempt,submission,5988.0,5988.6,0.6,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0027_w0010_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,1,4,25,Sweep,sweep,27,Triangle Attempt,submission,5995.0,5994.4,-0.6,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0027_w0010_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,1,4,25,Sweep,sweep,27,Triangle Attempt,submission,5995.0,5994.7,-0.3,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0027_w0010_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,1,4,25,Sweep,sweep,27,Triangle Attempt,submission,5995.0,5995.0,0.0,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0027_w0010_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,1,4,25,Sweep,sweep,27,Triangle Attempt,submission,5995.0,5995.3,0.3,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0027_w0010_f04,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,1,4,25,Sweep,sweep,27,Triangle Attempt,submission,5995.0,5995.6,0.6,30,Leg Drag to Straddle,leg drag to straddle,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0028_w0011_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,2,4,25,Sweep,sweep,28,Mount,control,6002.0,6001.4,-0.6,30,Leg Drag to Straddle,leg drag to straddle,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0028_w0011_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:25:30,2,4,25,Sweep,sweep,28,Mount,control,6002.0,6001.7,-0.3,30,Leg Drag to Straddle,leg drag to straddle,mount,mount,control,mount,mount,control,False,[]
